"REC_NO","COLL_DATE","GRAINSIZE","SOIL_HORIZ","SETTING","RELIEF","VEG","LATITUDE","LONGITUDE","HUC_8","TYPEDESC","SOURCE","STUDY","PH","P_ICP40","C_TOT","C_ORG","Date","P_mgkg","Depth","surface","min_depth","max_depth","max_depth_est"
"ST014913","20040707","","12-24 in","forest","","artificial",47.88167,-93.2354,9030005,"SOIL","Soil","",NA,0.044,NA,NA,2004-07-07,440,"12-24","12-24",12,24,24
"ST014913","20040707","","0-8 in","forest","","artificial",47.88167,-93.2354,9030005,"SOIL","Soil","",NA,0.079,NA,NA,2004-07-07,790,"0-8","0-8",0,8,8
"ST014902","20040707","","10-24 in","forest","","trees",47.86591,-93.04602,9030005,"SOIL","Soil","",NA,0.019,NA,NA,2004-07-07,190,"10-24","10-24",10,24,24
"ST014902","20040707","","0-6 in","forest","","trees",47.86591,-93.04602,9030005,"SOIL","Soil","",NA,0.045,NA,NA,2004-07-07,450,"0-6","0-6",0,6,6
"ST014894","20040707","","10-20 in","forest","","trees",47.96299,-92.77537,9030005,"SOIL","Soil","",NA,0.104,NA,NA,2004-07-07,1040,"10-20","10-20",10,20,20
"ST014894","20040707","","0-3 in","forest","","trees",47.96299,-92.77537,9030005,"SOIL","Soil","",NA,0.049,NA,NA,2004-07-07,490,"0-3","0-3",0,3,3
"ST014941","20040716","","12-24 in","forest","","trees",44.25688,-93.72312,7040002,"SOIL","Soil","",NA,0.041,NA,NA,2004-07-16,410,"12-24","12-24",12,24,24
"ST014941","20040716","","0-8 in","forest","","trees",44.25688,-93.72312,7040002,"SOIL","Soil","",NA,0.043,NA,NA,2004-07-16,430,"0-8","0-8",0,8,8
"ST014919","20040716","","12-24 in","farm","","crops",44.19536,-93.39899,7040002,"SOIL","Soil","",NA,0.065,NA,NA,2004-07-16,650,"12-24","12-24",12,24,24
"ST014919","20040716","","0-8 in","farm","","crops",44.19536,-93.39899,7040002,"SOIL","Soil","",NA,0.061,NA,NA,2004-07-16,610,"0-8","0-8",0,8,8
"ST014968","20040715","","12-24 in","forest/farm","","crops/trees",44.33894,-93.99482,7020007,"SOIL","Soil","",NA,0.046,NA,NA,2004-07-15,460,"12-24","12-24",12,24,24
"ST014968","20040715","","0-8 in","forest/farm","","crops/trees",44.33894,-93.99482,7020007,"SOIL","Soil","",NA,0.039,NA,NA,2004-07-15,390,"0-8","0-8",0,8,8
"ST014969","20040715","","12-24 in","forest/farm","","crops/trees",44.33922,-93.99487,7020007,"SOIL","Soil","",NA,0.027,NA,NA,2004-07-15,270,"12-24","12-24",12,24,24
"ST014969","20040715","","0-8 in","forest/farm","","crops/trees",44.33922,-93.99487,7020007,"SOIL","Soil","",NA,0.047,NA,NA,2004-07-15,470,"0-8","0-8",0,8,8
"ST014933","20040715","","12-24 in","farm","","",44.3278,-93.60448,7040002,"SOIL","Soil","",NA,0.03,NA,NA,2004-07-15,300,"12-24","12-24",12,24,24
"ST014933","20040715","","0-8 in","farm","","",44.3278,-93.60448,7040002,"SOIL","Soil","",NA,0.088,NA,NA,2004-07-15,880,"0-8","0-8",0,8,8
"ST014921","20040715","","12-24 in","forest/meadow","","grass/trees",44.3815,-93.43885,7040002,"SOIL","Soil","",NA,0.075,NA,NA,2004-07-15,750,"12-24","12-24",12,24,24
"ST014921","20040715","","0-8 in","forest/meadow","","grass/trees",44.3815,-93.43885,7040002,"SOIL","Soil","",NA,0.097,NA,NA,2004-07-15,970,"0-8","0-8",0,8,8
"ST014935","20040715","","12-20 in","farm","","crops/trees",44.56318,-93.6096,7020012,"SOIL","Soil","",NA,0.029,NA,NA,2004-07-15,290,"12-20","12-20",12,20,20
"ST014935","20040715","","0-8 in","farm","","crops/trees",44.56318,-93.6096,7020012,"SOIL","Soil","",NA,0.055,NA,NA,2004-07-15,550,"0-8","0-8",0,8,8
"ST014923","20040715","","12-24 in","farm","","crops/trees",44.55889,-93.47714,7020012,"SOIL","Soil","",NA,0.032,NA,NA,2004-07-15,320,"12-24","12-24",12,24,24
"ST014923","20040715","","0-8 in","farm","","crops/trees",44.55889,-93.47714,7020012,"SOIL","Soil","",NA,0.033,NA,NA,2004-07-15,330,"0-8","0-8",0,8,8
"ST014904","20040714","","12-24 in","forest","","trees",44.54861,-93.10896,7040002,"SOIL","Soil","",NA,0.049,NA,NA,2004-07-14,490,"12-24","12-24",12,24,24
"ST014904","20040714","","0-8 in","forest","","trees",44.54861,-93.10896,7040002,"SOIL","Soil","",NA,0.066,NA,NA,2004-07-14,660,"0-8","0-8",0,8,8
"ST014963","20040713","","12-24 in","farm","","crops",44.70912,-93.93122,7020012,"SOIL","Soil","",NA,0.066,NA,NA,2004-07-13,660,"12-24","12-24",12,24,24
"ST014963","20040713","","0-8 in","farm","","crops",44.70912,-93.93122,7020012,"SOIL","Soil","",NA,0.077,NA,NA,2004-07-13,770,"0-8","0-8",0,8,8
"ST014940","20040713","","12-24 in","forest","","trees",44.68781,-93.72113,7020012,"SOIL","Soil","",NA,0.069,NA,NA,2004-07-13,690,"12-24","12-24",12,24,24
"ST014940","20040713","","0-8 in","forest","","trees",44.68781,-93.72113,7020012,"SOIL","Soil","",NA,0.071,NA,NA,2004-07-13,710,"0-8","0-8",0,8,8
"ST014924","20040713","","12-24 in","forest","","trees",44.66171,-93.48066,7020012,"SOIL","Soil","",NA,0.045,NA,NA,2004-07-13,450,"12-24","12-24",12,24,24
"ST014924","20040713","","0-8 in","forest","","trees",44.66171,-93.48066,7020012,"SOIL","Soil","",NA,0.059,NA,NA,2004-07-13,590,"0-8","0-8",0,8,8
"ST014906","20040714","","12-24 in","farm","","crops",44.62269,-93.16718,7040001,"SOIL","Soil","",NA,0.059,NA,NA,2004-07-14,590,"12-24","12-24",12,24,24
"ST014906","20040714","","0-8 in","farm","","crops",44.62269,-93.16718,7040001,"SOIL","Soil","",NA,0.079,NA,NA,2004-07-14,790,"0-8","0-8",0,8,8
"ST014967","20040713","","12-20 in","other","","trees",44.81738,-93.98441,7010205,"SOIL","Soil","",NA,0.081,NA,NA,2004-07-13,810,"12-20","12-20",12,20,20
"ST014967","20040713","","0-8 in","other","","trees",44.81738,-93.98441,7010205,"SOIL","Soil","",NA,0.087,NA,NA,2004-07-13,870,"0-8","0-8",0,8,8
"ST014939","20040712","","12-20 in","forest","","trees",44.76579,-93.71976,7020012,"SOIL","Soil","",NA,0.06,NA,NA,2004-07-12,600,"12-20","12-20",12,20,20
"ST014939","20040712","","0-8 in","forest","","trees",44.76579,-93.71976,7020012,"SOIL","Soil","",NA,0.07,NA,NA,2004-07-12,700,"0-8","0-8",0,8,8
"ST014917","20040713","","12-20 in","forest","","trees",44.8252,-93.3743,7020012,"SOIL","Soil","",NA,0.063,NA,NA,2004-07-13,630,"12-20","12-20",12,20,20
"ST014917","20040713","","0-8 in","forest","","trees",44.8252,-93.3743,7020012,"SOIL","Soil","",NA,0.063,NA,NA,2004-07-13,630,"0-8","0-8",0,8,8
"ST014909","20040714","","12-24 in","other","","barren",44.72137,-93.18171,7040001,"SOIL","Soil","",NA,0.048,NA,NA,2004-07-14,480,"12-24","12-24",12,24,24
"ST014909","20040714","","0-8 in","other","","barren",44.72137,-93.18171,7040001,"SOIL","Soil","",NA,0.056,NA,NA,2004-07-14,560,"0-8","0-8",0,8,8
"ST014900","20040714","","12-24 in","forest/meadow","","trees",44.76624,-92.93562,7010206,"SOIL","Soil","",NA,0.078,NA,NA,2004-07-14,780,"12-24","12-24",12,24,24
"ST014900","20040714","","0-8 in","forest/meadow","","trees",44.76624,-92.93562,7010206,"SOIL","Soil","",NA,0.076,NA,NA,2004-07-14,760,"0-8","0-8",0,8,8
"ST014895","20040714","","12-24 in","other","","crops",44.82492,-92.78226,7030005,"SOIL","Soil","",NA,0.053,NA,NA,2004-07-14,530,"12-24","12-24",12,24,24
"ST014895","20040714","","0-8 in","other","","crops",44.82492,-92.78226,7030005,"SOIL","Soil","",NA,0.055,NA,NA,2004-07-14,550,"0-8","0-8",0,8,8
"ST014954","20040713","","12-24 in","forest/farm","","crops/trees",44.91859,-93.82031,7010205,"SOIL","Soil","",NA,0.036,NA,NA,2004-07-13,360,"12-24","12-24",12,24,24
"ST014954","20040713","","0-8 in","forest/farm","","crops/trees",44.91859,-93.82031,7010205,"SOIL","Soil","",NA,0.056,NA,NA,2004-07-13,560,"0-8","0-8",0,8,8
"ST014934","20040713","","12-20 in","forest","","trees",44.86482,-93.60684,7010206,"SOIL","Soil","",NA,0.03,NA,NA,2004-07-13,300,"12-20","12-20",12,20,20
"ST014934","20040713","","0-8 in","forest","","trees",44.86482,-93.60684,7010206,"SOIL","Soil","",NA,0.044,NA,NA,2004-07-13,440,"0-8","0-8",0,8,8
"ST014918","20040712","","12-24 in","forest","","trees",44.96688,-93.38708,7010206,"SOIL","Soil","",NA,0.038,NA,NA,2004-07-12,380,"12-24","12-24",12,24,24
"ST014918","20040712","","0-8 in","forest","","trees",44.96688,-93.38708,7010206,"SOIL","Soil","",NA,0.045,NA,NA,2004-07-12,450,"0-8","0-8",0,8,8
"ST012496","20050915","","in","forest","","trees",46.13286,-92.97998,7030003,"SOIL","Soil","",NA,0.206,NA,NA,2005-09-15,2060,"","",NA,NA,12
"ST012472","20050915","","12-25 in","forest","","trees",46.08586,-92.88366,7030003,"SOIL","Soil","",NA,0.019,NA,NA,2005-09-15,190,"12-25","12-25",12,25,25
"ST015306","20030917","","A","rangeland","","native vegetation",46.01826,-103.18839,10130301,"SOIL","Soil","",NA,0.032,NA,NA,2003-09-17,320,"surface","NA",NA,NA,12
"ST015306","20030917","","Bw","rangeland","","native vegetation",46.01826,-103.18839,10130301,"SOIL","Soil","",NA,0.034,NA,NA,2003-09-17,340,"subsurface","NA",NA,NA,30
"ST015307","20030805","","Ap","Cropland","","fallow",46.19375,-103.26743,10130301,"SOIL","Soil","",NA,0.059,NA,NA,2003-08-05,590,"surface","NA",NA,NA,12
"ST015307","20030805","","Bw","Cropland","","fallow",46.19375,-103.26743,10130301,"SOIL","Soil","",NA,0.056,NA,NA,2003-08-05,560,"subsurface","NA",NA,NA,30
"ST015305","20030709","","Ap","Cropland","","small grains",46.40963,-103.16628,10130205,"SOIL","Soil","",NA,0.073,NA,NA,2003-07-09,730,"surface","NA",NA,NA,12
"ST015305","20030709","","Btnk","Cropland","","small grains",46.40963,-103.16628,10130205,"SOIL","Soil","",NA,0.069,NA,NA,2003-07-09,690,"subsurface","NA",NA,NA,30
"ST015308","20030805","","A","grazing (USFS)","","native grasses",46.90386,-103.2701,10130202,"SOIL","Soil","",NA,0.06,NA,NA,2003-08-05,600,"surface","NA",NA,NA,12
"ST015308","20030805","","Bk","grazing (USFS)","","native grasses",46.90386,-103.2701,10130202,"SOIL","Soil","",NA,0.068,NA,NA,2003-08-05,680,"subsurface","NA",NA,NA,30
"ST009166","20030529","","Ap","Cropland","","wheat stubble",48.74759,-100.58924,9010003,"SOIL","Soil","",NA,0.093,NA,NA,2003-05-29,930,"surface","NA",NA,NA,12
"ST009166","20030529","","Bk","Cropland","","wheat stubble",48.74759,-100.58924,9010003,"SOIL","Soil","",NA,0.075,NA,NA,2003-05-29,750,"subsurface","NA",NA,NA,30
"ST015274","20020604","","0-6 in","farm","","artificial/grass",41.03196,-101.8242,10190018,"SOIL","Soil","",NA,0.046,NA,NA,2002-06-04,460,"0-6","0-6",0,6,6
"ST015274","20020604","","","farm","","artificial/grass",41.03196,-101.8242,10190018,"SOIL","Soil","",NA,0.089,NA,NA,2002-06-04,890,"","",NA,NA,12
"ST015265","20020604","","0-8 in","farm","","grass",41.07668,-101.64957,10190018,"SOIL","Soil","",NA,0.048,NA,NA,2002-06-04,480,"0-8","0-8",0,8,8
"ST015265","20020604","","12-20 in","farm","","grass",41.07668,-101.64957,10190018,"SOIL","Soil","",NA,0.054,NA,NA,2002-06-04,540,"12-20","12-20",12,20,20
"ST015259","20020604","","0-10 in","farm","","grass",41.05424,-101.55756,10190018,"SOIL","Soil","",NA,0.045,NA,NA,2002-06-04,450,"0-10","0-10",0,10,10
"ST015259","20020604","","12-20 in","farm","","grass",41.05424,-101.55756,10190018,"SOIL","Soil","",NA,0.048,NA,NA,2002-06-04,480,"12-20","12-20",12,20,20
"ST015259","20020604","","0-2 in","farm","","grass",41.05424,-101.55756,10190018,"SOIL","Soil","",NA,0.054,NA,NA,2002-06-04,540,"0-2","0-2",0,2,2
"ST015259","20020604","","2-8 in","farm","","grass",41.05424,-101.55756,10190018,"SOIL","Soil","",NA,0.041,NA,NA,2002-06-04,410,"2-8","2-8",2,8,8
"ST015259","20020604","","34+ in","farm","","grass",41.05424,-101.55756,10190018,"SOIL","Soil","",NA,0.066,NA,NA,2002-06-04,660,"34","34",34,NA,34
"ST015278","20020605","","0-6 in","meadow","","",41.29979,-101.87357,10180014,"SOIL","Soil","",NA,0.028,NA,NA,2002-06-05,280,"0-6","0-6",0,6,6
"ST015278","20020605","","12-20 in","meadow","","",41.29979,-101.87357,10180014,"SOIL","Soil","",NA,0.017,NA,NA,2002-06-05,170,"12-20","12-20",12,20,20
"ST015275","20020605","","0-6 in","meadow","","",41.52734,-101.84227,10180014,"SOIL","Soil","",NA,0.014,NA,NA,2002-06-05,140,"0-6","0-6",0,6,6
"ST015275","20020605","","12-20 in","meadow","","",41.52734,-101.84227,10180014,"SOIL","Soil","",NA,0.011,NA,NA,2002-06-05,110,"12-20","12-20",12,20,20
"ST015273","20020605","","0-5 in","meadow","","grass",41.65051,-101.82409,10210002,"SOIL","Soil","",NA,0.011,NA,NA,2002-06-05,110,"0-5","0-5",0,5,5
"ST015273","20020605","","12-18 in","meadow","","grass",41.65051,-101.82409,10210002,"SOIL","Soil","",NA,0.009,NA,NA,2002-06-05,90,"12-18","12-18",12,18,18
"ST015267","20020605","","0-6 in","meadow","","grass",41.74501,-101.72645,10210002,"SOIL","Soil","",NA,0.013,NA,NA,2002-06-05,130,"0-6","0-6",0,6,6
"ST015267","20020605","","12-22 in","meadow","","grass",41.74501,-101.72645,10210002,"SOIL","Soil","",NA,0.011,NA,NA,2002-06-05,110,"12-22","12-22",12,22,22
"ST015270","20020605","","0-6 in","meadow","","crops",41.74236,-101.7781,10210002,"SOIL","Soil","",NA,0.022,NA,NA,2002-06-05,220,"0-6","0-6",0,6,6
"ST015270","20020605","","10-18 in","meadow","","crops",41.74236,-101.7781,10210002,"SOIL","Soil","",NA,0.016,NA,NA,2002-06-05,160,"10-18","10-18",10,18,18
"ST015268","20020605","","0-6 in","meadow","","grass",41.93894,-101.73117,10210001,"SOIL","Soil","",NA,0.023,NA,NA,2002-06-05,230,"0-6","0-6",0,6,6
"ST015268","20020605","","15-20 in","meadow","","grass",41.93894,-101.73117,10210001,"SOIL","Soil","",NA,0.016,NA,NA,2002-06-05,160,"15-20","15-20",15,20,20
"ST015256","20020605","","0-6 in","meadow","","grass",41.5038,-101.52596,10180014,"SOIL","Soil","",NA,0.014,NA,NA,2002-06-05,140,"0-6","0-6",0,6,6
"ST015256","20020605","","15-27 in","meadow","","grass",41.5038,-101.52596,10180014,"SOIL","Soil","",NA,0.018,NA,NA,2002-06-05,180,"15-27","15-27",15,27,27
"ST015252","20020607","","0-6 in","meadow","","grass",41.42387,-101.42884,10180014,"SOIL","Soil","",NA,0.011,NA,NA,2002-06-07,110,"0-6","0-6",0,6,6
"ST015252","20020607","","12-20 in","meadow","","grass",41.42387,-101.42884,10180014,"SOIL","Soil","",NA,0.012,NA,NA,2002-06-07,120,"12-20","12-20",12,20,20
"ST015233","20020607","","0-6 in","meadow","","grass",41.38279,-101.17435,10180014,"SOIL","Soil","",NA,0.022,NA,NA,2002-06-07,220,"0-6","0-6",0,6,6
"ST015233","20020607","","12-20 in","meadow","","grass",41.38279,-101.17435,10180014,"SOIL","Soil","",NA,0.011,NA,NA,2002-06-07,110,"12-20","12-20",12,20,20
"ST015243","20020608","","0-6 in","meadow","","grass",41.2505,-101.31174,10180014,"SOIL","Soil","",NA,0.018,NA,NA,2002-06-08,180,"0-6","0-6",0,6,6
"ST015243","20020608","","12-18 in","meadow","","grass",41.2505,-101.31174,10180014,"SOIL","Soil","",NA,0.013,NA,NA,2002-06-08,130,"12-18","12-18",12,18,18
"ST015251","20020608","","0-6 in","meadow","","grass",41.19881,-101.40385,10180014,"SOIL","Soil","",NA,0.01,NA,NA,2002-06-08,100,"0-6","0-6",0,6,6
"ST015251","20020608","","12-20 in","meadow","","grass",41.19881,-101.40385,10180014,"SOIL","Soil","",NA,0.011,NA,NA,2002-06-08,110,"12-20","12-20",12,20,20
"ST015251","20020608","","0-2 in","meadow","","grass",41.19881,-101.40385,10180014,"SOIL","Soil","",NA,0.014,NA,NA,2002-06-08,140,"0-2","0-2",0,2,2
"ST015251","20020608","","2-8 in","meadow","","grass",41.19881,-101.40385,10180014,"SOIL","Soil","",NA,0.012,NA,NA,2002-06-08,120,"2-8","2-8",2,8,8
"ST015251","20020608","","20-22 in","meadow","","grass",41.19881,-101.40385,10180014,"SOIL","Soil","",NA,0.011,NA,NA,2002-06-08,110,"20-22","20-22",20,22,22
"ST015254","20020608","","0-8 in","meadow","","grass/shrubs",41.77626,-101.49698,10210002,"SOIL","Soil","",NA,0.012,NA,NA,2002-06-08,120,"0-8","0-8",0,8,8
"ST015254","20020608","","12-20 in","meadow","","grass/shrubs",41.77626,-101.49698,10210002,"SOIL","Soil","",NA,0.012,NA,NA,2002-06-08,120,"12-20","12-20",12,20,20
"ST015254","20020608","","0-8 in","meadow","","grass/shrubs",41.77626,-101.49698,10210002,"SOIL","Soil","",NA,0.015,NA,NA,2002-06-08,150,"0-8","0-8",0,8,8
"ST015254","20020608","","12-20 in","meadow","","grass/shrubs",41.77626,-101.49698,10210002,"SOIL","Soil","",NA,0.011,NA,NA,2002-06-08,110,"12-20","12-20",12,20,20
"ST015250","20020608","","0-8 in","meadow","","grass/shrubs",41.86021,-101.39009,10210002,"SOIL","Soil","",NA,0.013,NA,NA,2002-06-08,130,"0-8","0-8",0,8,8
"ST015250","20020608","","12-20 in","meadow","","grass/shrubs",41.86021,-101.39009,10210002,"SOIL","Soil","",NA,0.015,NA,NA,2002-06-08,150,"12-20","12-20",12,20,20
"ST015246","20020608","","0-8 in","meadow","","grass/shrubs",41.91795,-101.35423,10210002,"SOIL","Soil","",NA,0.02,NA,NA,2002-06-08,200,"0-8","0-8",0,8,8
"ST015246","20020608","","12-20 in","meadow","","grass/shrubs",41.91795,-101.35423,10210002,"SOIL","Soil","",NA,0.013,NA,NA,2002-06-08,130,"12-20","12-20",12,20,20
"ST015235","20020608","","0-8 in","meadow","","grass/shrubs",41.93864,-101.19959,10210002,"SOIL","Soil","",NA,0.014,NA,NA,2002-06-08,140,"0-8","0-8",0,8,8
"ST015235","20020608","","12-18 in","meadow","","grass/shrubs",41.93864,-101.19959,10210002,"SOIL","Soil","",NA,0.011,NA,NA,2002-06-08,110,"12-18","12-18",12,18,18
"ST015216","20020609","","0-8 in","meadow","","grass",42.69813,-100.93932,10150005,"SOIL","Soil","",NA,0.02,NA,NA,2002-06-09,200,"0-8","0-8",0,8,8
"ST015216","20020609","","12-20 in","meadow","","grass",42.69813,-100.93932,10150005,"SOIL","Soil","",NA,0.015,NA,NA,2002-06-09,150,"12-20","12-20",12,20,20
"ST015180","20020609","","0-8 in","meadow","","grass",42.74847,-100.53635,10150004,"SOIL","Soil","",NA,0.013,NA,NA,2002-06-09,130,"0-8","0-8",0,8,8
"ST015180","20020609","","12-24 in","meadow","","grass",42.74847,-100.53635,10150004,"SOIL","Soil","",NA,0.01,NA,NA,2002-06-09,100,"12-24","12-24",12,24,24
"ST015179","20020609","","0-8 in","meadow","","grass/shrubs",42.68147,-100.52219,10150004,"SOIL","Soil","",NA,0.014,NA,NA,2002-06-09,140,"0-8","0-8",0,8,8
"ST015179","20020609","","12-24 in","meadow","","grass/shrubs",42.68147,-100.52219,10150004,"SOIL","Soil","",NA,0.011,NA,NA,2002-06-09,110,"12-24","12-24",12,24,24
"ST015222","20020625","","0-8 in","meadow","","grass",41.22791,-101.04058,10180014,"SOIL","Soil","",NA,0.019,NA,NA,2002-06-25,190,"0-8","0-8",0,8,8
"ST015222","20020625","","16-20 in","meadow","","grass",41.22791,-101.04058,10180014,"SOIL","Soil","",NA,0.018,NA,NA,2002-06-25,180,"16-20","16-20",16,20,20
"ST015223","20020625","","0-8 in","meadow","","grass/shrubs",41.33644,-101.05986,10180014,"SOIL","Soil","",NA,0.019,NA,NA,2002-06-25,190,"0-8","0-8",0,8,8
"ST015223","20020625","","12-18 in","meadow","","grass/shrubs",41.33644,-101.05986,10180014,"SOIL","Soil","",NA,0.012,NA,NA,2002-06-25,120,"12-18","12-18",12,18,18
"ST015215","20020625","","0-8 in","meadow","","grass",41.45203,-100.92675,10200101,"SOIL","Soil","",NA,0.014,NA,NA,2002-06-25,140,"0-8","0-8",0,8,8
"ST015215","20020625","","12-20 in","meadow","","grass",41.45203,-100.92675,10200101,"SOIL","Soil","",NA,0.011,NA,NA,2002-06-25,110,"12-20","12-20",12,20,20
"ST015217","20020625","","0-8 in","meadow","","grass/shrubs",41.65732,-100.96197,10210002,"SOIL","Soil","",NA,0.012,NA,NA,2002-06-25,120,"0-8","0-8",0,8,8
"ST015217","20020625","","12-20 in","meadow","","grass/shrubs",41.65732,-100.96197,10210002,"SOIL","Soil","",NA,0.008,NA,NA,2002-06-25,80,"12-20","12-20",12,20,20
"ST015217","20020625","","0-2 in","meadow","","grass/shrubs",41.65732,-100.96197,10210002,"SOIL","Soil","",NA,0.015,NA,NA,2002-06-25,150,"0-2","0-2",0,2,2
"ST015217","20020625","","2-8 in","meadow","","grass/shrubs",41.65732,-100.96197,10210002,"SOIL","Soil","",NA,0.011,NA,NA,2002-06-25,110,"2-8","2-8",2,8,8
"ST015217","20020625","","23+ in","meadow","","grass/shrubs",41.65732,-100.96197,10210002,"SOIL","Soil","",NA,0.009,NA,NA,2002-06-25,90,"23","23",23,NA,23
"ST015218","20020625","","0-8 in","meadow","","grass",41.74516,-101.00742,10210002,"SOIL","Soil","",NA,0.013,NA,NA,2002-06-25,130,"0-8","0-8",0,8,8
"ST015218","20020625","","11-20 in","meadow","","grass",41.74516,-101.00742,10210002,"SOIL","Soil","",NA,0.019,NA,NA,2002-06-25,190,"11-20","11-20",11,20,20
"ST015196","20020626","","0-8 in","meadow","","grass",41.78178,-100.72287,10210002,"SOIL","Soil","",NA,0.026,NA,NA,2002-06-26,260,"0-8","0-8",0,8,8
"ST015196","20020626","","12-18 in","meadow","","grass",41.78178,-100.72287,10210002,"SOIL","Soil","",NA,0.02,NA,NA,2002-06-26,200,"12-18","12-18",12,18,18
"ST015211","20020626","","0-6 in","meadow","","grass",41.96099,-100.91154,10210002,"SOIL","Soil","",NA,0.017,NA,NA,2002-06-26,170,"0-6","0-6",0,6,6
"ST015211","20020626","","22-26 in","meadow","","grass",41.96099,-100.91154,10210002,"SOIL","Soil","",NA,0.012,NA,NA,2002-06-26,120,"22-26","22-26",22,26,26
"ST015198","20020626","","0-6 in","meadow","","grass",41.93311,-100.76266,10210001,"SOIL","Soil","",NA,0.027,NA,NA,2002-06-26,270,"0-6","0-6",0,6,6
"ST015198","20020626","","12-22 in","meadow","","grass",41.93311,-100.76266,10210001,"SOIL","Soil","",NA,0.012,NA,NA,2002-06-26,120,"12-22","12-22",12,22,22
"ST015203","20020626","","0-8 in","meadow","","grass/shrubs",42.08185,-100.81613,10210001,"SOIL","Soil","",NA,0.015,NA,NA,2002-06-26,150,"0-8","0-8",0,8,8
"ST015203","20020626","","12-20 in","meadow","","grass/shrubs",42.08185,-100.81613,10210001,"SOIL","Soil","",NA,0.012,NA,NA,2002-06-26,120,"12-20","12-20",12,20,20
"ST015219","20020627","","0-6 in","meadow","","grass",42.66944,-101.02283,10150005,"SOIL","Soil","",NA,0.023,NA,NA,2002-06-27,230,"0-6","0-6",0,6,6
"ST015219","20020627","","12-20 in","meadow","","grass",42.66944,-101.02283,10150005,"SOIL","Soil","",NA,0.013,NA,NA,2002-06-27,130,"12-20","12-20",12,20,20
"ST015238","20020627","","0-8 in","meadow","","grass/shrubs",42.64753,-101.257,10150005,"SOIL","Soil","",NA,0.016,NA,NA,2002-06-27,160,"0-8","0-8",0,8,8
"ST015238","20020627","","12-20 in","meadow","","grass/shrubs",42.64753,-101.257,10150005,"SOIL","Soil","",NA,0.013,NA,NA,2002-06-27,130,"12-20","12-20",12,20,20
"ST015229","20020627","","0-8 in","meadow","","grass/shrubs",42.66992,-101.15759,10150005,"SOIL","Soil","",NA,0.021,NA,NA,2002-06-27,210,"0-8","0-8",0,8,8
"ST015229","20020627","","12-20 in","meadow","","grass/shrubs",42.66992,-101.15759,10150005,"SOIL","Soil","",NA,0.014,NA,NA,2002-06-27,140,"12-20","12-20",12,20,20
